repo_name,stars,forks,watchers,language,url
jgraph/drawio-desktop,61231,5677,61231,JavaScript,https://api.github.com/repos/jgraph/drawio-desktop
ComposioHQ/awesome-claude-skills,61207,6668,61207,Python,https://api.github.com/repos/ComposioHQ/awesome-claude-skills
git/git,61094,27919,61094,C,https://api.github.com/repos/git/git
commaai/openpilot,61004,10917,61004,Python,https://api.github.com/repos/commaai/openpilot
minio/minio,60987,7518,60987,Go,https://api.github.com/repos/minio/minio
dani-garcia/vaultwarden,60917,2827,60917,Rust,https://api.github.com/repos/dani-garcia/vaultwarden
h5bp/Front-end-Developer-Interview-Questions,60873,11041,60873,Nunjucks,https://api.github.com/repos/h5bp/Front-end-Developer-Interview-Questions
xingshaocheng/architect-awesome,60818,17713,60818,,https://api.github.com/repos/xingshaocheng/architect-awesome
atom/atom,60801,17229,60801,JavaScript,https://api.github.com/repos/atom/atom
topjohnwu/Magisk,60556,17500,60556,Kotlin,https://api.github.com/repos/topjohnwu/Magisk
Mintplex-Labs/anything-llm,60456,6541,60456,JavaScript,https://api.github.com/repos/Mintplex-Labs/anything-llm
FFmpeg/FFmpeg,60379,13838,60379,C,https://api.github.com/repos/FFmpeg/FFmpeg
nuxt/nuxt,60265,5609,60265,TypeScript,https://api.github.com/repos/nuxt/nuxt
PlexPt/awesome-chatgpt-prompts-zh,60257,13587,60257,,https://api.github.com/repos/PlexPt/awesome-chatgpt-prompts-zh
adam-p/markdown-here,60200,11065,60200,JavaScript,https://api.github.com/repos/adam-p/markdown-here
docling-project/docling,60161,4172,60161,Python,https://api.github.com/repos/docling-project/docling
Solido/awesome-flutter,60081,6875,60081,Dart,https://api.github.com/repos/Solido/awesome-flutter
spring-projects/spring-framework,59966,38825,59966,Java,https://api.github.com/repos/spring-projects/spring-framework
usememos/memos,59933,4390,59933,Go,https://api.github.com/repos/usememos/memos
jquery/jquery,59844,20427,59844,JavaScript,https://api.github.com/repos/jquery/jquery
CorentinJ/Real-Time-Voice-Cloning,59765,9409,59765,Python,https://api.github.com/repos/CorentinJ/Real-Time-Voice-Cloning
pathwaycom/llm-app,59650,1430,59650,Jupyter Notebook,https://api.github.com/repos/pathwaycom/llm-app
shadowsocks/shadowsocks-windows,59556,16269,59556,C#,https://api.github.com/repos/shadowsocks/shadowsocks-windows
warpdotdev/warp,59536,4676,59536,Rust,https://api.github.com/repos/warpdotdev/warp
withastro/astro,59480,3471,59480,TypeScript,https://api.github.com/repos/withastro/astro
meta-llama/llama,59436,9798,59436,Python,https://api.github.com/repos/meta-llama/llama
virattt/ai-hedge-fund,59118,10406,59118,Python,https://api.github.com/repos/virattt/ai-hedge-fund
code-yeongyu/oh-my-openagent,58988,4795,58988,TypeScript,https://api.github.com/repos/code-yeongyu/oh-my-openagent
sharkdp/bat,58970,1564,58970,Rust,https://api.github.com/repos/sharkdp/bat
FiloSottile/mkcert,58954,3116,58954,Go,https://api.github.com/repos/FiloSottile/mkcert
pi-hole/pi-hole,58887,3203,58887,Shell,https://api.github.com/repos/pi-hole/pi-hole
angular/angular.js,58642,27125,58642,JavaScript,https://api.github.com/repos/angular/angular.js
karpathy/nanoGPT,58604,10074,58604,Python,https://api.github.com/repos/karpathy/nanoGPT
pocketbase/pocketbase,58477,3389,58477,Go,https://api.github.com/repos/pocketbase/pocketbase
rails/rails,58449,22247,58449,Ruby,https://api.github.com/repos/rails/rails
microsoft/autogen,58285,8800,58285,Python,https://api.github.com/repos/microsoft/autogen
pmndrs/zustand,58093,2055,58093,TypeScript,https://api.github.com/repos/pmndrs/zustand
sansan0/TrendRadar,58027,24363,58027,Python,https://api.github.com/repos/sansan0/TrendRadar
meilisearch/meilisearch,57681,2548,57681,Rust,https://api.github.com/repos/meilisearch/meilisearch
starship/starship,57676,2525,57676,Rust,https://api.github.com/repos/starship/starship
RVC-Boss/GPT-SoVITS,57674,6287,57674,Python,https://api.github.com/repos/RVC-Boss/GPT-SoVITS
harry0703/MoneyPrinterTurbo,57551,8328,57551,Python,https://api.github.com/repos/harry0703/MoneyPrinterTurbo
rust-unofficial/awesome-rust,57466,3372,57466,Rust,https://api.github.com/repos/rust-unofficial/awesome-rust
h5bp/html5-boilerplate,57456,12301,57456,JavaScript,https://api.github.com/repos/h5bp/html5-boilerplate
ultralytics/ultralytics,57441,11035,57441,Python,https://api.github.com/repos/ultralytics/ultralytics
ultralytics/yolov5,57415,17472,57415,Python,https://api.github.com/repos/ultralytics/yolov5
scutan90/DeepLearning-500-questions,57406,15939,57406,JavaScript,https://api.github.com/repos/scutan90/DeepLearning-500-questions
rclone/rclone,57322,5104,57322,Go,https://api.github.com/repos/rclone/rclone
zylon-ai/private-gpt,57212,7600,57212,Python,https://api.github.com/repos/zylon-ai/private-gpt
FuelLabs/fuel-core,57056,2862,57056,Rust,https://api.github.com/repos/FuelLabs/fuel-core
tiimgreen/github-cheat-sheet,56976,5416,56976,,https://api.github.com/repos/tiimgreen/github-cheat-sheet
soimort/you-get,56852,9747,56852,Python,https://api.github.com/repos/soimort/you-get
2dust/v2rayNG,56578,7442,56578,Kotlin,https://api.github.com/repos/2dust/v2rayNG
remix-run/react-router,56429,10859,56429,TypeScript,https://api.github.com/repos/remix-run/react-router
Textualize/rich,56419,2165,56419,Python,https://api.github.com/repos/Textualize/rich
mem0ai/mem0,56415,6431,56415,Python,https://api.github.com/repos/mem0ai/mem0
ageitgey/face_recognition,56404,13729,56404,Python,https://api.github.com/repos/ageitgey/face_recognition
FoundationAgents/OpenManus,56349,9823,56349,Python,https://api.github.com/repos/FoundationAgents/OpenManus
marktext/marktext,56310,4223,56310,JavaScript,https://api.github.com/repos/marktext/marktext
wasabeef/awesome-android-ui,56177,10256,56177,,https://api.github.com/repos/wasabeef/awesome-android-ui
appwrite/appwrite,56122,5372,56122,TypeScript,https://api.github.com/repos/appwrite/appwrite
golang-standards/project-layout,56003,5447,56003,Makefile,https://api.github.com/repos/golang-standards/project-layout
gatsbyjs/gatsby,55948,10188,55948,JavaScript,https://api.github.com/repos/gatsbyjs/gatsby
upstash/context7,55858,2648,55858,TypeScript,https://api.github.com/repos/upstash/context7
go-gitea/gitea,55840,6712,55840,Go,https://api.github.com/repos/go-gitea/gitea
azl397985856/leetcode,55778,9436,55778,JavaScript,https://api.github.com/repos/azl397985856/leetcode
coollabsio/coolify,55735,4611,55735,PHP,https://api.github.com/repos/coollabsio/coolify
termux/termux-app,55294,6614,55294,Java,https://api.github.com/repos/termux/termux-app
deepfakes/faceswap,55234,13383,55234,Python,https://api.github.com/repos/deepfakes/faceswap
AntonOsika/gpt-engineer,55218,7350,55218,Python,https://api.github.com/repos/AntonOsika/gpt-engineer
ghostty-org/ghostty,55033,2751,55033,Zig,https://api.github.com/repos/ghostty-org/ghostty
laurent22/joplin,54901,6106,54901,TypeScript,https://api.github.com/repos/laurent22/joplin
ChrisTitusTech/winutil,54836,3090,54836,PowerShell,https://api.github.com/repos/ChrisTitusTech/winutil
koala73/worldmonitor,54695,8812,54695,TypeScript,https://api.github.com/repos/koala73/worldmonitor
Zie619/n8n-workflows,54621,7187,54621,Python,https://api.github.com/repos/Zie619/n8n-workflows
lencx/ChatGPT,54386,6161,54386,Rust,https://api.github.com/repos/lencx/ChatGPT
shanraisshan/claude-code-best-practice,54369,5452,54369,HTML,https://api.github.com/repos/shanraisshan/claude-code-best-practice
romkatv/powerlevel10k,54239,2422,54239,Shell,https://api.github.com/repos/romkatv/powerlevel10k
facebookresearch/segment-anything,54216,6341,54216,Jupyter Notebook,https://api.github.com/repos/facebookresearch/segment-anything
maybe-finance/maybe,54134,5606,54134,Ruby,https://api.github.com/repos/maybe-finance/maybe
ElemeFE/element,54127,14477,54127,Vue,https://api.github.com/repos/ElemeFE/element
firstcontributions/first-contributions,54090,102893,54090,,https://api.github.com/repos/firstcontributions/first-contributions
ruvnet/ruflo,54037,6124,54037,TypeScript,https://api.github.com/repos/ruvnet/ruflo
psf/requests,54008,9937,54008,Python,https://api.github.com/repos/psf/requests
karpathy/nanochat,53981,7278,53981,Python,https://api.github.com/repos/karpathy/nanochat
wagoodman/dive,53971,1993,53971,Go,https://api.github.com/repos/wagoodman/dive
ngosang/trackerslist,53941,6613,53941,,https://api.github.com/repos/ngosang/trackerslist
vuejs/core,53703,9122,53703,TypeScript,https://api.github.com/repos/vuejs/core
typst/typst,53684,1580,53684,Rust,https://api.github.com/repos/typst/typst
WerWolv/ImHex,53654,2389,53654,C++,https://api.github.com/repos/WerWolv/ImHex
TryGhost/Ghost,53624,11653,53624,JavaScript,https://api.github.com/repos/TryGhost/Ghost
necolas/normalize.css,53546,10390,53546,CSS,https://api.github.com/repos/necolas/normalize.css
PowerShell/PowerShell,53535,8313,53535,C#,https://api.github.com/repos/PowerShell/PowerShell
mozilla/pdf.js,53361,10621,53361,JavaScript,https://api.github.com/repos/mozilla/pdf.js
google/material-design-icons,53318,9721,53318,,https://api.github.com/repos/google/material-design-icons
FlowiseAI/Flowise,52998,24373,52998,TypeScript,https://api.github.com/repos/FlowiseAI/Flowise
D4Vinci/Scrapling,52855,5060,52855,Python,https://api.github.com/repos/D4Vinci/Scrapling
earendil-works/pi,52768,6305,52768,TypeScript,https://api.github.com/repos/earendil-works/pi
JetBrains/kotlin,52759,6309,52759,Kotlin,https://api.github.com/repos/JetBrains/kotlin
MemPalace/mempalace,52650,6947,52650,Python,https://api.github.com/repos/MemPalace/mempalace
rtk-ai/rtk,52618,3190,52618,Rust,https://api.github.com/repos/rtk-ai/rtk
sickcodes/Docker-OSX,52513,2890,52513,Shell,https://api.github.com/repos/sickcodes/Docker-OSX
ionic-team/ionic-framework,52509,13373,52509,TypeScript,https://api.github.com/repos/ionic-team/ionic-framework
datawhalechina/hello-agents,52373,6372,52373,Python,https://api.github.com/repos/datawhalechina/hello-agents
tw93/Mole,52325,1653,52325,Shell,https://api.github.com/repos/tw93/Mole
vsouza/awesome-ios,52261,6964,52261,Swift,https://api.github.com/repos/vsouza/awesome-ios
crewAIInc/crewAI,51947,7202,51947,Python,https://api.github.com/repos/crewAIInc/crewAI
prettier/prettier,51885,4720,51885,JavaScript,https://api.github.com/repos/prettier/prettier
jellyfin/jellyfin,51882,4824,51882,C#,https://api.github.com/repos/jellyfin/jellyfin
agalwood/Motrix,51761,4875,51761,JavaScript,https://api.github.com/repos/agalwood/Motrix
etcd-io/etcd,51720,10360,51720,Go,https://api.github.com/repos/etcd-io/etcd
OpenCut-app/OpenCut,51709,5597,51709,TypeScript,https://api.github.com/repos/OpenCut-app/OpenCut
xai-org/grok-1,51676,8483,51676,Python,https://api.github.com/repos/xai-org/grok-1
google/guava,51497,11141,51497,Java,https://api.github.com/repos/google/guava
chinese-poetry/chinese-poetry,51493,10382,51493,JavaScript,https://api.github.com/repos/chinese-poetry/chinese-poetry
dockur/windows,51449,4320,51449,Shell,https://api.github.com/repos/dockur/windows
jekyll/jekyll,51441,10285,51441,Ruby,https://api.github.com/repos/jekyll/jekyll
DefinitelyTyped/DefinitelyTyped,51243,30494,51243,TypeScript,https://api.github.com/repos/DefinitelyTyped/DefinitelyTyped
safishamsi/graphify,51153,5510,51153,Python,https://api.github.com/repos/safishamsi/graphify
lyswhut/lx-music-desktop,51128,6830,51128,TypeScript,https://api.github.com/repos/lyswhut/lx-music-desktop
jesseduffield/lazydocker,51110,1616,51110,Go,https://api.github.com/repos/jesseduffield/lazydocker
Semantic-Org/Semantic-UI,51091,4873,51091,JavaScript,https://api.github.com/repos/Semantic-Org/Semantic-UI
Avik-Jain/100-Days-Of-ML-Code,51077,11560,51077,,https://api.github.com/repos/Avik-Jain/100-Days-Of-ML-Code
ethereum/go-ethereum,51053,21928,51053,Go,https://api.github.com/repos/ethereum/go-ethereum
charlax/professional-programming,50998,3989,50998,Python,https://api.github.com/repos/charlax/professional-programming
justjavac/awesome-wechat-weapp,50995,9014,50995,,https://api.github.com/repos/justjavac/awesome-wechat-weapp
odoo/odoo,50884,32496,50884,Python,https://api.github.com/repos/odoo/odoo
poteto/hiring-without-whiteboards,50624,3884,50624,JavaScript,https://api.github.com/repos/poteto/hiring-without-whiteboards
freqtrade/freqtrade,50620,10562,50620,Python,https://api.github.com/repos/freqtrade/freqtrade
jingyaogong/minimind,50392,6428,50392,Python,https://api.github.com/repos/jingyaogong/minimind
dkhamsing/open-source-ios-apps,50379,5779,50379,,https://api.github.com/repos/dkhamsing/open-source-ios-apps
dbeaver/dbeaver,50159,4191,50159,Java,https://api.github.com/repos/dbeaver/dbeaver
jgthms/bulma,50080,3896,50080,CSS,https://api.github.com/repos/jgthms/bulma
NanmiCoder/MediaCrawler,50009,10572,50009,Python,https://api.github.com/repos/NanmiCoder/MediaCrawler
ggml-org/whisper.cpp,49993,5561,49993,C++,https://api.github.com/repos/ggml-org/whisper.cpp
mastodon/mastodon,49964,7444,49964,Ruby,https://api.github.com/repos/mastodon/mastodon
Fission-AI/OpenSpec,49963,3503,49963,TypeScript,https://api.github.com/repos/Fission-AI/OpenSpec
nlohmann/json,49753,7400,49753,C++,https://api.github.com/repos/nlohmann/json
cypress-io/cypress,49649,3403,49649,TypeScript,https://api.github.com/repos/cypress-io/cypress
expo/expo,49589,12376,49589,TypeScript,https://api.github.com/repos/expo/expo
run-llama/llama_index,49581,7446,49581,Python,https://api.github.com/repos/run-llama/llama_index
makeplane/plane,49548,4318,49548,TypeScript,https://api.github.com/repos/makeplane/plane
AlistGo/alist,49514,7943,49514,Go,https://api.github.com/repos/AlistGo/alist
NARKOZ/hacker-scripts,49503,6644,49503,JavaScript,https://api.github.com/repos/NARKOZ/hacker-scripts
TanStack/query,49485,3846,49485,TypeScript,https://api.github.com/repos/TanStack/query
nexu-io/open-design,49373,5613,49373,TypeScript,https://api.github.com/repos/nexu-io/open-design
huginn/huginn,49311,4264,49311,Ruby,https://api.github.com/repos/huginn/huginn
VoltAgent/awesome-openclaw-skills,49142,4809,49142,,https://api.github.com/repos/VoltAgent/awesome-openclaw-skills
tw93/Pake,48878,9882,48878,Rust,https://api.github.com/repos/tw93/Pake
pandas-dev/pandas,48825,19968,48825,Python,https://api.github.com/repos/pandas-dev/pandas
lllyasviel/Fooocus,48734,7928,48734,Python,https://api.github.com/repos/lllyasviel/Fooocus
JuliaLang/julia,48728,5775,48728,Julia,https://api.github.com/repos/JuliaLang/julia
serhii-londar/open-source-mac-os-apps,48693,2569,48693,,https://api.github.com/repos/serhii-londar/open-source-mac-os-apps
iamkun/dayjs,48652,2429,48652,JavaScript,https://api.github.com/repos/iamkun/dayjs
skylot/jadx,48640,5524,48640,Java,https://api.github.com/repos/skylot/jadx
1c7/chinese-independent-developer,48632,4172,48632,,https://api.github.com/repos/1c7/chinese-independent-developer
algorithm-visualizer/algorithm-visualizer,48553,7589,48553,JavaScript,https://api.github.com/repos/algorithm-visualizer/algorithm-visualizer
hashicorp/terraform,48446,10348,48446,Go,https://api.github.com/repos/hashicorp/terraform
x64dbg/x64dbg,48434,2743,48434,C++,https://api.github.com/repos/x64dbg/x64dbg
kelseyhightower/kubernetes-the-hard-way,48360,15669,48360,,https://api.github.com/repos/kelseyhightower/kubernetes-the-hard-way
ReactiveX/RxJava,48253,7590,48253,Java,https://api.github.com/repos/ReactiveX/RxJava
jakevdp/PythonDataScienceHandbook,48215,18960,48215,Jupyter Notebook,https://api.github.com/repos/jakevdp/PythonDataScienceHandbook
penpot/penpot,48162,3046,48162,Clojure,https://api.github.com/repos/penpot/penpot
Homebrew/brew,48142,11131,48142,Ruby,https://api.github.com/repos/Homebrew/brew
type-challenges/type-challenges,48111,5257,48111,TypeScript,https://api.github.com/repos/type-challenges/type-challenges
bigskysoftware/htmx,48068,1596,48068,JavaScript,https://api.github.com/repos/bigskysoftware/htmx
akullpp/awesome-java,48004,7675,48004,,https://api.github.com/repos/akullpp/awesome-java
moment/moment,47984,6998,47984,JavaScript,https://api.github.com/repos/moment/moment
BerriAI/litellm,47917,8253,47917,Python,https://api.github.com/repos/BerriAI/litellm
bmad-code-org/BMAD-METHOD,47847,5582,47847,JavaScript,https://api.github.com/repos/bmad-code-org/BMAD-METHOD
nilbuild/design-patterns-for-humans,47838,5507,47838,,https://api.github.com/repos/nilbuild/design-patterns-for-humans
GokuMohandas/Made-With-ML,47735,7527,47735,Jupyter Notebook,https://api.github.com/repos/GokuMohandas/Made-With-ML
microsoft/AI-For-Beginners,47707,9851,47707,Jupyter Notebook,https://api.github.com/repos/microsoft/AI-For-Beginners
karan/Projects,47673,10642,47673,,https://api.github.com/repos/karan/Projects
remotion-dev/remotion,47667,3317,47667,TypeScript,https://api.github.com/repos/remotion-dev/remotion
astral-sh/ruff,47642,2113,47642,Rust,https://api.github.com/repos/astral-sh/ruff
minimaxir/big-list-of-naughty-strings,47636,2160,47636,Python,https://api.github.com/repos/minimaxir/big-list-of-naughty-strings
brillout/awesome-react-components,47624,3767,47624,,https://api.github.com/repos/brillout/awesome-react-components
gogs/gogs,47546,5065,47546,Go,https://api.github.com/repos/gogs/gogs
ClickHouse/ClickHouse,47536,8415,47536,C++,https://api.github.com/repos/ClickHouse/ClickHouse
DovAmir/awesome-design-patterns,47458,3246,47458,,https://api.github.com/repos/DovAmir/awesome-design-patterns
metabase/metabase,47402,6482,47402,Clojure,https://api.github.com/repos/metabase/metabase
microsoft/VibeVoice,47355,5273,47355,Python,https://api.github.com/repos/microsoft/VibeVoice
chenglou/pretext,47345,2618,47345,TypeScript,https://api.github.com/repos/chenglou/pretext
pixijs/pixijs,47232,5017,47232,TypeScript,https://api.github.com/repos/pixijs/pixijs
oobabooga/textgen,47194,5984,47194,Python,https://api.github.com/repos/oobabooga/textgen
tldraw/tldraw,47141,3226,47141,TypeScript,https://api.github.com/repos/tldraw/tldraw
slab/quill,47110,3641,47110,TypeScript,https://api.github.com/repos/slab/quill
discourse/discourse,47074,8914,47074,Ruby,https://api.github.com/repos/discourse/discourse
typescript-cheatsheets/react,47057,4295,47057,TypeScript,https://api.github.com/repos/typescript-cheatsheets/react
square/okhttp,46978,9271,46978,Kotlin,https://api.github.com/repos/square/okhttp
serverless/serverless,46916,5734,46916,JavaScript,https://api.github.com/repos/serverless/serverless
v2ray/v2ray-core,46847,8848,46847,Go,https://api.github.com/repos/v2ray/v2ray-core
gedoor/legado,46834,5375,46834,Kotlin,https://api.github.com/repos/gedoor/legado
dypsilon/frontend-dev-bookmarks,46762,5146,46762,,https://api.github.com/repos/dypsilon/frontend-dev-bookmarks
slidevjs/slidev,46665,2077,46665,TypeScript,https://api.github.com/repos/slidevjs/slidev
acmesh-official/acme.sh,46643,5573,46643,Shell,https://api.github.com/repos/acmesh-official/acme.sh
santifer/career-ops,46608,9745,46608,JavaScript,https://api.github.com/repos/santifer/career-ops
Raphire/Win11Debloat,46547,1887,46547,PowerShell,https://api.github.com/repos/Raphire/Win11Debloat
GitHubDaily/GitHubDaily,46540,4654,46540,,https://api.github.com/repos/GitHubDaily/GitHubDaily
coreybutler/nvm-windows,46473,3826,46473,Go,https://api.github.com/repos/coreybutler/nvm-windows
KRTirtho/spotube,46459,2099,46459,Dart,https://api.github.com/repos/KRTirtho/spotube
mudler/LocalAI,46403,4094,46403,Go,https://api.github.com/repos/mudler/LocalAI
jeecgboot/JeecgBoot,46363,16002,46363,Java,https://api.github.com/repos/jeecgboot/JeecgBoot
Asabeneh/30-Days-Of-JavaScript,46360,10437,46360,JavaScript,https://api.github.com/repos/Asabeneh/30-Days-Of-JavaScript
bevyengine/bevy,46196,4577,46196,Rust,https://api.github.com/repos/bevyengine/bevy
ziishaned/learn-regex,46118,6175,46118,,https://api.github.com/repos/ziishaned/learn-regex
CherryHQ/cherry-studio,46087,4382,46087,TypeScript,https://api.github.com/repos/CherryHQ/cherry-studio
microsoft/monaco-editor,46054,4068,46054,JavaScript,https://api.github.com/repos/microsoft/monaco-editor
twentyhq/twenty,46017,6486,46017,TypeScript,https://api.github.com/repos/twentyhq/twenty
prisma/prisma,46006,2215,46006,TypeScript,https://api.github.com/repos/prisma/prisma
LeCoupa/awesome-cheatsheets,45899,6700,45899,JavaScript,https://api.github.com/repos/LeCoupa/awesome-cheatsheets
lukasz-madon/awesome-remote-job,45861,4619,45861,,https://api.github.com/repos/lukasz-madon/awesome-remote-job
tmux/tmux,45789,2629,45789,C,https://api.github.com/repos/tmux/tmux
android/architecture-samples,45699,11871,45699,Kotlin,https://api.github.com/repos/android/architecture-samples
aaif-goose/goose,45669,4686,45669,Rust,https://api.github.com/repos/aaif-goose/goose
bannedbook/fanqiang,45606,7917,45606,Kotlin,https://api.github.com/repos/bannedbook/fanqiang
google/zx,45504,1270,45504,JavaScript,https://api.github.com/repos/google/zx
apache/airflow,45492,17087,45492,Python,https://api.github.com/repos/apache/airflow
upscayl/upscayl,45464,2231,45464,TypeScript,https://api.github.com/repos/upscayl/upscayl
ColorlibHQ/AdminLTE,45384,18223,45384,CSS,https://api.github.com/repos/ColorlibHQ/AdminLTE
jestjs/jest,45364,6660,45364,TypeScript,https://api.github.com/repos/jestjs/jest
coqui-ai/TTS,45360,6106,45360,Python,https://api.github.com/repos/coqui-ai/TTS
docker/awesome-compose,45355,8147,45355,HTML,https://api.github.com/repos/docker/awesome-compose
RocketChat/Rocket.Chat,45340,13577,45340,TypeScript,https://api.github.com/repos/RocketChat/Rocket.Chat
Aider-AI/aider,45140,4459,45140,Python,https://api.github.com/repos/Aider-AI/aider
Leaflet/Leaflet,45061,6129,45061,JavaScript,https://api.github.com/repos/Leaflet/Leaflet
isocpp/CppCoreGuidelines,45018,5543,45018,CSS,https://api.github.com/repos/isocpp/CppCoreGuidelines
iina/iina,44950,2825,44950,Swift,https://api.github.com/repos/iina/iina
9001/copyparty,44949,1836,44949,Python,https://api.github.com/repos/9001/copyparty
exo-explore/exo,44854,3181,44854,Python,https://api.github.com/repos/exo-explore/exo
GitSquared/edex-ui,44840,3119,44840,JavaScript,https://api.github.com/repos/GitSquared/edex-ui
pyenv/pyenv,44801,3272,44801,Shell,https://api.github.com/repos/pyenv/pyenv
grpc/grpc,44793,11171,44793,C++,https://api.github.com/repos/grpc/grpc
meteor/meteor,44785,5253,44785,JavaScript,https://api.github.com/repos/meteor/meteor
addyosmani/agent-skills,44747,4941,44747,Shell,https://api.github.com/repos/addyosmani/agent-skills
react-hook-form/react-hook-form,44725,2405,44725,TypeScript,https://api.github.com/repos/react-hook-form/react-hook-form
zhayujie/CowAgent,44713,10120,44713,Python,https://api.github.com/repos/zhayujie/CowAgent
streamlit/streamlit,44678,4262,44678,Python,https://api.github.com/repos/streamlit/streamlit
SimplifyJobs/Summer2026-Internships,44654,3178,44654,Python,https://api.github.com/repos/SimplifyJobs/Summer2026-Internships
vercel/hyper,44593,3560,44593,TypeScript,https://api.github.com/repos/vercel/hyper
sudheerj/reactjs-interview-questions,44582,10365,44582,JavaScript,https://api.github.com/repos/sudheerj/reactjs-interview-questions
zhongyang219/TrafficMonitor,44516,3688,44516,C++,https://api.github.com/repos/zhongyang219/TrafficMonitor
cli/cli,44508,8464,44508,Go,https://api.github.com/repos/cli/cli
hesreallyhim/awesome-claude-code,44502,3829,44502,Python,https://api.github.com/repos/hesreallyhim/awesome-claude-code
helix-editor/helix,44475,3487,44475,Rust,https://api.github.com/repos/helix-editor/helix
milvus-io/milvus,44400,4014,44400,Go,https://api.github.com/repos/milvus-io/milvus
hiroi-sora/Umi-OCR,44399,4381,44399,Python,https://api.github.com/repos/hiroi-sora/Umi-OCR
usebruno/bruno,44333,2493,44333,JavaScript,https://api.github.com/repos/usebruno/bruno
jgm/pandoc,44282,3861,44282,Haskell,https://api.github.com/repos/jgm/pandoc
byoungd/English-level-up-tips,44230,4661,44230,,https://api.github.com/repos/byoungd/English-level-up-tips
DIYgod/RSSHub,44174,9806,44174,TypeScript,https://api.github.com/repos/DIYgod/RSSHub
calcom/cal.diy,44127,13578,44127,TypeScript,https://api.github.com/repos/calcom/cal.diy
siyuan-note/siyuan,44057,2810,44057,TypeScript,https://api.github.com/repos/siyuan-note/siyuan
AykutSarac/jsoncrack.com,44039,3543,44039,TypeScript,https://api.github.com/repos/AykutSarac/jsoncrack.com
parcel-bundler/parcel,44032,2277,44032,JavaScript,https://api.github.com/repos/parcel-bundler/parcel
streamich/react-use,43977,3273,43977,TypeScript,https://api.github.com/repos/streamich/react-use
spf13/cobra,43976,3146,43976,Go,https://api.github.com/repos/spf13/cobra
yangshun/front-end-interview-handbook,43960,5950,43960,MDX,https://api.github.com/repos/yangshun/front-end-interview-handbook
getsentry/sentry,43946,4714,43946,Python,https://api.github.com/repos/getsentry/sentry
astaxie/build-web-application-with-golang,43931,10488,43931,Go,https://api.github.com/repos/astaxie/build-web-application-with-golang
babel/babel,43906,5826,43906,TypeScript,https://api.github.com/repos/babel/babel
square/retrofit,43906,7345,43906,HTML,https://api.github.com/repos/square/retrofit
NaiboWang/EasySpider,43855,5337,43855,JavaScript,https://api.github.com/repos/NaiboWang/EasySpider
aymericdamien/TensorFlow-Examples,43770,14756,43770,Jupyter Notebook,https://api.github.com/repos/aymericdamien/TensorFlow-Examples
mitmproxy/mitmproxy,43639,4572,43639,Python,https://api.github.com/repos/mitmproxy/mitmproxy
karanpratapsingh/system-design,43594,5638,43594,,https://api.github.com/repos/karanpratapsingh/system-design
files-community/Files,43585,2728,43585,C#,https://api.github.com/repos/files-community/Files
anthropics/claude-cookbooks,43529,4982,43529,Jupyter Notebook,https://api.github.com/repos/anthropics/claude-cookbooks
KeygraphHQ/shannon,43505,4998,43505,TypeScript,https://api.github.com/repos/KeygraphHQ/shannon
Kong/kong,43427,5144,43427,Lua,https://api.github.com/repos/Kong/kong
microsoft/qlib,43337,6820,43337,Python,https://api.github.com/repos/microsoft/qlib
apache/spark,43318,29200,43318,Scala,https://api.github.com/repos/apache/spark
fastapi/full-stack-fastapi-template,43282,8565,43282,TypeScript,https://api.github.com/repos/fastapi/full-stack-fastapi-template
FuelLabs/fuels-rs,43194,1360,43194,Rust,https://api.github.com/repos/FuelLabs/fuels-rs
Unitech/pm2,43171,2717,43171,JavaScript,https://api.github.com/repos/Unitech/pm2
FuelLabs/fuels-ts,43169,1371,43169,TypeScript,https://api.github.com/repos/FuelLabs/fuels-ts
Light-City/CPlusPlusThings,43162,8834,43162,C++,https://api.github.com/repos/Light-City/CPlusPlusThings
alex/what-happens-when,43105,5737,43105,,https://api.github.com/repos/alex/what-happens-when
sharkdp/fd,43083,1065,43083,Rust,https://api.github.com/repos/sharkdp/fd
logseq/logseq,43011,2635,43011,Clojure,https://api.github.com/repos/logseq/logseq
HKUDS/nanobot,42982,7572,42982,Python,https://api.github.com/repos/HKUDS/nanobot
ziglang/zig,42942,3069,42942,Zig,https://api.github.com/repos/ziglang/zig
faif/python-patterns,42753,7036,42753,Python,https://api.github.com/repos/faif/python-patterns
colinhacks/zod,42748,1968,42748,TypeScript,https://api.github.com/repos/colinhacks/zod
juspay/hyperswitch,42724,4692,42724,Rust,https://api.github.com/repos/juspay/hyperswitch
gradio-app/gradio,42658,3476,42658,Python,https://api.github.com/repos/gradio-app/gradio
ray-project/ray,42628,7599,42628,Python,https://api.github.com/repos/ray-project/ray
janhq/jan,42617,2871,42617,TypeScript,https://api.github.com/repos/janhq/jan
charmbracelet/bubbletea,42596,1219,42596,Go,https://api.github.com/repos/charmbracelet/bubbletea
ccxt/ccxt,42555,8686,42555,Python,https://api.github.com/repos/ccxt/ccxt
payloadcms/payload,42544,3727,42544,TypeScript,https://api.github.com/repos/payloadcms/payload
k88hudson/git-flight-rules,42478,3180,42478,,https://api.github.com/repos/k88hudson/git-flight-rules
deepspeedai/DeepSpeed,42387,4837,42387,Python,https://api.github.com/repos/deepspeedai/DeepSpeed
Alamofire/Alamofire,42381,7664,42381,Swift,https://api.github.com/repos/Alamofire/Alamofire
