repo_name,stars,forks,watchers,language,url
codecrafters-io/build-your-own-x,503116,47696,503116,Markdown,https://api.github.com/repos/codecrafters-io/build-your-own-x
sindresorhus/awesome,468931,35114,468931,,https://api.github.com/repos/sindresorhus/awesome
freeCodeCamp/freeCodeCamp,445275,44669,445275,TypeScript,https://api.github.com/repos/freeCodeCamp/freeCodeCamp
public-apis/public-apis,436500,47855,436500,Python,https://api.github.com/repos/public-apis/public-apis
EbookFoundation/free-programming-books,388707,66339,388707,Python,https://api.github.com/repos/EbookFoundation/free-programming-books
openclaw/openclaw,373861,77682,373861,TypeScript,https://api.github.com/repos/openclaw/openclaw
nilbuild/developer-roadmap,355236,44096,355236,TypeScript,https://api.github.com/repos/nilbuild/developer-roadmap
donnemartin/system-design-primer,349779,56348,349779,Python,https://api.github.com/repos/donnemartin/system-design-primer
jwasham/coding-interview-university,347222,82953,347222,,https://api.github.com/repos/jwasham/coding-interview-university
vinta/awesome-python,298969,27948,298969,Python,https://api.github.com/repos/vinta/awesome-python
awesome-selfhosted/awesome-selfhosted,294467,13671,294467,,https://api.github.com/repos/awesome-selfhosted/awesome-selfhosted
996icu/996.ICU,276218,20861,276218,,https://api.github.com/repos/996icu/996.ICU
practical-tutorials/project-based-learning,266333,34632,266333,,https://api.github.com/repos/practical-tutorials/project-based-learning
facebook/react,245180,51093,245180,JavaScript,https://api.github.com/repos/facebook/react
torvalds/linux,234025,62435,234025,C,https://api.github.com/repos/torvalds/linux
trimstray/the-book-of-secret-knowledge,222829,13357,222829,,https://api.github.com/repos/trimstray/the-book-of-secret-knowledge
TheAlgorithms/Python,221306,50667,221306,Python,https://api.github.com/repos/TheAlgorithms/Python
vuejs/vue,209784,33865,209784,TypeScript,https://api.github.com/repos/vuejs/vue
ossu/computer-science,204057,25396,204057,HTML,https://api.github.com/repos/ossu/computer-science
obra/superpowers,202282,18017,202282,Shell,https://api.github.com/repos/obra/superpowers
trekhleb/javascript-algorithms,195986,31066,195986,JavaScript,https://api.github.com/repos/trekhleb/javascript-algorithms
tensorflow/tensorflow,195227,75319,195227,C++,https://api.github.com/repos/tensorflow/tensorflow
ultraworkers/claw-code,192221,109964,192221,Rust,https://api.github.com/repos/ultraworkers/claw-code
n8n-io/n8n,189203,57904,189203,TypeScript,https://api.github.com/repos/n8n-io/n8n
affaan-m/ECC,188351,29152,188351,JavaScript,https://api.github.com/repos/affaan-m/ECC
ohmyzsh/ohmyzsh,187177,26374,187177,Shell,https://api.github.com/repos/ohmyzsh/ohmyzsh
microsoft/vscode,185217,40055,185217,TypeScript,https://api.github.com/repos/microsoft/vscode
getify/You-Dont-Know-JS,184471,33561,184471,,https://api.github.com/repos/getify/You-Dont-Know-JS
Significant-Gravitas/AutoGPT,184450,46229,184450,Python,https://api.github.com/repos/Significant-Gravitas/AutoGPT
CyC2018/CS-Notes,184407,50984,184407,,https://api.github.com/repos/CyC2018/CS-Notes
jackfrued/Python-100-Days,182703,55693,182703,Jupyter Notebook,https://api.github.com/repos/jackfrued/Python-100-Days
flutter/flutter,176413,30393,176413,Dart,https://api.github.com/repos/flutter/flutter
massgravel/Microsoft-Activation-Scripts,176027,16911,176027,Batchfile,https://api.github.com/repos/massgravel/Microsoft-Activation-Scripts
twbs/bootstrap,174262,78875,174262,MDX,https://api.github.com/repos/twbs/bootstrap
github/gitignore,174038,82499,174038,,https://api.github.com/repos/github/gitignore
avelino/awesome-go,173337,13243,173337,Go,https://api.github.com/repos/avelino/awesome-go
ollama/ollama,171998,16235,171998,Go,https://api.github.com/repos/ollama/ollama
DigitalPlatDev/FreeDomain,164198,2873,164198,HTML,https://api.github.com/repos/DigitalPlatDev/FreeDomain
yt-dlp/yt-dlp,163888,13793,163888,Python,https://api.github.com/repos/yt-dlp/yt-dlp
anomalyco/opencode,163829,19356,163829,TypeScript,https://api.github.com/repos/anomalyco/opencode
AUTOMATIC1111/stable-diffusion-webui,163211,30355,163211,Python,https://api.github.com/repos/AUTOMATIC1111/stable-diffusion-webui
f/prompts.chat,162658,21166,162658,HTML,https://api.github.com/repos/f/prompts.chat
NousResearch/hermes-agent,162314,26458,162314,Python,https://api.github.com/repos/NousResearch/hermes-agent
jlevy/the-art-of-command-line,161030,14811,161030,,https://api.github.com/repos/jlevy/the-art-of-command-line
huggingface/transformers,160865,33297,160865,Python,https://api.github.com/repos/huggingface/transformers
521xueweihan/HelloGitHub,158078,12036,158078,Python,https://api.github.com/repos/521xueweihan/HelloGitHub
Snailclimb/JavaGuide,155823,46139,155823,JavaScript,https://api.github.com/repos/Snailclimb/JavaGuide
langflow-ai/langflow,148650,9087,148650,Python,https://api.github.com/repos/langflow-ai/langflow
airbnb/javascript,148127,26674,148127,JavaScript,https://api.github.com/repos/airbnb/javascript
multica-ai/andrej-karpathy-skills,144684,14815,144684,,https://api.github.com/repos/multica-ai/andrej-karpathy-skills
langgenius/dify,142248,22370,142248,TypeScript,https://api.github.com/repos/langgenius/dify
Genymobile/scrcpy,142165,13119,142165,C,https://api.github.com/repos/Genymobile/scrcpy
ytdl-org/youtube-dl,140346,10674,140346,Python,https://api.github.com/repos/ytdl-org/youtube-dl
yangshun/tech-interview-handbook,139661,16585,139661,TypeScript,https://api.github.com/repos/yangshun/tech-interview-handbook
vercel/next.js,139558,31112,139558,JavaScript,https://api.github.com/repos/vercel/next.js
anthropics/skills,139123,16409,139123,Python,https://api.github.com/repos/anthropics/skills
open-webui/open-webui,138189,19765,138189,Python,https://api.github.com/repos/open-webui/open-webui
x1xhlol/system-prompts-and-models-of-ai-tools,138053,34409,138053,,https://api.github.com/repos/x1xhlol/system-prompts-and-models-of-ai-tools
langchain-ai/langchain,137372,22726,137372,Python,https://api.github.com/repos/langchain-ai/langchain
golang/go,134016,19037,134016,Go,https://api.github.com/repos/golang/go
labuladong/fucking-algorithm,133495,23612,133495,Markdown,https://api.github.com/repos/labuladong/fucking-algorithm
microsoft/PowerToys,133370,7999,133370,C#,https://api.github.com/repos/microsoft/PowerToys
Chalarangelo/30-seconds-of-code,127891,12485,127891,JavaScript,https://api.github.com/repos/Chalarangelo/30-seconds-of-code
krahets/hello-algo,126308,15127,126308,Java,https://api.github.com/repos/krahets/hello-algo
facebook/react-native,125868,25150,125868,C++,https://api.github.com/repos/facebook/react-native
anthropics/claude-code,125662,20637,125662,Shell,https://api.github.com/repos/anthropics/claude-code
microsoft/markitdown,124528,8464,124528,Python,https://api.github.com/repos/microsoft/markitdown
excalidraw/excalidraw,123814,13739,123814,TypeScript,https://api.github.com/repos/excalidraw/excalidraw
firecrawl/firecrawl,122870,7454,122870,TypeScript,https://api.github.com/repos/firecrawl/firecrawl
ripienaar/free-for-dev,122543,12861,122543,HTML,https://api.github.com/repos/ripienaar/free-for-dev
kubernetes/kubernetes,122402,43132,122402,Go,https://api.github.com/repos/kubernetes/kubernetes
electron/electron,121378,17200,121378,C++,https://api.github.com/repos/electron/electron
clash-verge-rev/clash-verge-rev,120085,8746,120085,TypeScript,https://api.github.com/repos/clash-verge-rev/clash-verge-rev
nodejs/node,117331,35598,117331,JavaScript,https://api.github.com/repos/nodejs/node
justjavac/free-programming-books-zh_CN,116980,28303,116980,,https://api.github.com/repos/justjavac/free-programming-books-zh_CN
iptv-org/iptv,116412,6158,116412,TypeScript,https://api.github.com/repos/iptv-org/iptv
shadcn-ui/ui,114857,8873,114857,TypeScript,https://api.github.com/repos/shadcn-ui/ui
rustdesk/rustdesk,114752,17295,114752,Rust,https://api.github.com/repos/rustdesk/rustdesk
Comfy-Org/ComfyUI,113977,13347,113977,Python,https://api.github.com/repos/Comfy-Org/ComfyUI
rust-lang/rust,112982,14953,112982,Rust,https://api.github.com/repos/rust-lang/rust
d3/d3,112933,22729,112933,Shell,https://api.github.com/repos/d3/d3
Hack-with-Github/Awesome-Hacking,112804,10331,112804,,https://api.github.com/repos/Hack-with-Github/Awesome-Hacking
mrdoob/three.js,112612,36376,112612,JavaScript,https://api.github.com/repos/mrdoob/three.js
ggml-org/llama.cpp,112222,18580,112222,C++,https://api.github.com/repos/ggml-org/llama.cpp
Shubhamsaboo/awesome-llm-apps,111392,16537,111392,Python,https://api.github.com/repos/Shubhamsaboo/awesome-llm-apps
microsoft/generative-ai-for-beginners,111251,59662,111251,Jupyter Notebook,https://api.github.com/repos/microsoft/generative-ai-for-beginners
godotengine/godot,111018,25404,111018,C++,https://api.github.com/repos/godotengine/godot
axios/axios,109069,11713,109069,JavaScript,https://api.github.com/repos/axios/axios
microsoft/TypeScript,108929,13408,108929,TypeScript,https://api.github.com/repos/microsoft/TypeScript
GrowingGit/GitHub-Chinese-Top-Charts,108045,13536,108045,Java,https://api.github.com/repos/GrowingGit/GitHub-Chinese-Top-Charts
tauri-apps/tauri,106957,3624,106957,Rust,https://api.github.com/repos/tauri-apps/tauri
denoland/deno,106806,6066,106806,Rust,https://api.github.com/repos/denoland/deno
fatedier/frp,106745,15051,106745,Go,https://api.github.com/repos/fatedier/frp
2dust/v2rayN,106430,15093,106430,C#,https://api.github.com/repos/2dust/v2rayN
papers-we-love/papers-we-love,106392,6355,106392,Shell,https://api.github.com/repos/papers-we-love/papers-we-love
goldbergyoni/nodebestpractices,105274,10734,105274,Dockerfile,https://api.github.com/repos/goldbergyoni/nodebestpractices
github/spec-kit,104696,9231,104696,Python,https://api.github.com/repos/github/spec-kit
jaywcjlove/awesome-mac,104520,7790,104520,Swift,https://api.github.com/repos/jaywcjlove/awesome-mac
google-gemini/gemini-cli,104482,13791,104482,TypeScript,https://api.github.com/repos/google-gemini/gemini-cli
msitarzewski/agency-agents,104007,17099,104007,Shell,https://api.github.com/repos/msitarzewski/agency-agents
deepseek-ai/DeepSeek-V3,103578,16741,103578,Python,https://api.github.com/repos/deepseek-ai/DeepSeek-V3
react/create-react-app,103378,27041,103378,JavaScript,https://api.github.com/repos/react/create-react-app
microsoft/terminal,103277,9294,103277,C++,https://api.github.com/repos/microsoft/terminal
supabase/supabase,102839,12509,102839,TypeScript,https://api.github.com/repos/supabase/supabase
immich-app/immich,101276,5657,101276,TypeScript,https://api.github.com/repos/immich-app/immich
garrytan/gstack,100678,14993,100678,TypeScript,https://api.github.com/repos/garrytan/gstack
Anduin2017/HowToCook,100237,10963,100237,,https://api.github.com/repos/Anduin2017/HowToCook
angular/angular,100133,27240,100133,TypeScript,https://api.github.com/repos/angular/angular
openai/whisper,100131,12262,100131,Python,https://api.github.com/repos/openai/whisper
pytorch/pytorch,100083,27852,100083,Python,https://api.github.com/repos/pytorch/pytorch
mattpocock/skills,100023,8854,100023,Shell,https://api.github.com/repos/mattpocock/skills
neovim/neovim,99795,6904,99795,Vim Script,https://api.github.com/repos/neovim/neovim
mtdvio/every-programmer-should-know,99186,8727,99186,,https://api.github.com/repos/mtdvio/every-programmer-should-know
fastapi/fastapi,98430,9324,98430,Python,https://api.github.com/repos/fastapi/fastapi
mui/material-ui,98364,32629,98364,JavaScript,https://api.github.com/repos/mui/material-ui
ant-design/ant-design,98112,54608,98112,TypeScript,https://api.github.com/repos/ant-design/ant-design
nvbn/thefuck,97032,3957,97032,Python,https://api.github.com/repos/nvbn/thefuck
microsoft/Web-Dev-For-Beginners,95784,15500,95784,JavaScript,https://api.github.com/repos/microsoft/Web-Dev-For-Beginners
rasbt/LLMs-from-scratch,95377,14606,95377,Jupyter Notebook,https://api.github.com/repos/rasbt/LLMs-from-scratch
tailwindlabs/tailwindcss,95085,5258,95085,TypeScript,https://api.github.com/repos/tailwindlabs/tailwindcss
browser-use/browser-use,95076,10714,95076,Python,https://api.github.com/repos/browser-use/browser-use
ryanmcdermott/clean-code-javascript,94364,12466,94364,JavaScript,https://api.github.com/repos/ryanmcdermott/clean-code-javascript
puppeteer/puppeteer,94354,9424,94354,TypeScript,https://api.github.com/repos/puppeteer/puppeteer
florinpop17/app-ideas,94099,10440,94099,,https://api.github.com/repos/florinpop17/app-ideas
iluwatar/java-design-patterns,94029,27370,94029,Java,https://api.github.com/repos/iluwatar/java-design-patterns
nvm-sh/nvm,93490,10188,93490,Shell,https://api.github.com/repos/nvm-sh/nvm
hacksider/Deep-Live-Cam,93277,13578,93277,Python,https://api.github.com/repos/hacksider/Deep-Live-Cam
oven-sh/bun,92244,4633,92244,Rust,https://api.github.com/repos/oven-sh/bun
deepseek-ai/DeepSeek-R1,92025,11728,92025,,https://api.github.com/repos/deepseek-ai/DeepSeek-R1
ruanyf/weekly,91708,4107,91708,,https://api.github.com/repos/ruanyf/weekly
PanJiaChen/vue-element-admin,90281,30489,90281,Vue,https://api.github.com/repos/PanJiaChen/vue-element-admin
storybookjs/storybook,90047,10078,90047,TypeScript,https://api.github.com/repos/storybookjs/storybook
microsoft/playwright,89204,5742,89204,TypeScript,https://api.github.com/repos/microsoft/playwright
bitcoin/bitcoin,89164,38967,89164,C++,https://api.github.com/repos/bitcoin/bitcoin
gin-gonic/gin,88553,8609,88553,Go,https://api.github.com/repos/gin-gonic/gin
mermaid-js/mermaid,88213,9003,88213,TypeScript,https://api.github.com/repos/mermaid-js/mermaid
gohugoio/hugo,88213,8267,88213,Go,https://api.github.com/repos/gohugoio/hugo
ChatGPTNextWeb/NextChat,88068,59703,88068,TypeScript,https://api.github.com/repos/ChatGPTNextWeb/NextChat
opencv/opencv,87594,56576,87594,C++,https://api.github.com/repos/opencv/opencv
django/django,87514,33931,87514,Python,https://api.github.com/repos/django/django
punkpeye/awesome-mcp-servers,87344,10530,87344,,https://api.github.com/repos/punkpeye/awesome-mcp-servers
home-assistant/core,87184,37541,87184,Python,https://api.github.com/repos/home-assistant/core
louislam/uptime-kuma,87085,7882,87085,JavaScript,https://api.github.com/repos/louislam/uptime-kuma
3b1b/manim,87036,7297,87036,Python,https://api.github.com/repos/3b1b/manim
sveltejs/svelte,86615,4921,86615,JavaScript,https://api.github.com/repos/sveltejs/svelte
modelcontextprotocol/servers,86081,10782,86081,TypeScript,https://api.github.com/repos/modelcontextprotocol/servers
microsoft/ML-For-Beginners,85911,20835,85911,Jupyter Notebook,https://api.github.com/repos/microsoft/ML-For-Beginners
MunGell/awesome-for-beginners,85835,7883,85835,,https://api.github.com/repos/MunGell/awesome-for-beginners
astral-sh/uv,85332,3153,85332,Rust,https://api.github.com/repos/astral-sh/uv
openai/codex,84585,12321,84585,Rust,https://api.github.com/repos/openai/codex
laravel/laravel,84318,24727,84318,Blade,https://api.github.com/repos/laravel/laravel
syncthing/syncthing,84295,5200,84295,Go,https://api.github.com/repos/syncthing/syncthing
macrozheng/mall,83675,29707,83675,Java,https://api.github.com/repos/macrozheng/mall
sherlock-project/sherlock,83572,9756,83572,Python,https://api.github.com/repos/sherlock-project/sherlock
zed-industries/zed,83523,8636,83523,Rust,https://api.github.com/repos/zed-industries/zed
realworld-apps/realworld,83465,7606,83465,TypeScript,https://api.github.com/repos/realworld-apps/realworld
ByteByteGoHq/system-design-101,82759,9151,82759,,https://api.github.com/repos/ByteByteGoHq/system-design-101
karpathy/autoresearch,82699,11995,82699,Python,https://api.github.com/repos/karpathy/autoresearch
DopplerHQ/awesome-interview-questions,82671,9521,82671,,https://api.github.com/repos/DopplerHQ/awesome-interview-questions
animate-css/animate.css,82553,15995,82553,CSS,https://api.github.com/repos/animate-css/animate.css
VoltAgent/awesome-design-md,82540,9936,82540,,https://api.github.com/repos/VoltAgent/awesome-design-md
bregman-arie/devops-exercises,82449,19414,82449,Python,https://api.github.com/repos/bregman-arie/devops-exercises
localsend/localsend,81754,4409,81754,Dart,https://api.github.com/repos/localsend/localsend
tonsky/FiraCode,81637,3188,81637,Clojure,https://api.github.com/repos/tonsky/FiraCode
nextlevelbuilder/ui-ux-pro-max-skill,81527,8391,81527,Python,https://api.github.com/repos/nextlevelbuilder/ui-ux-pro-max-skill
Developer-Y/cs-video-courses,81511,11268,81511,,https://api.github.com/repos/Developer-Y/cs-video-courses
infiniflow/ragflow,81036,9282,81036,Python,https://api.github.com/repos/infiniflow/ragflow
fighting41love/funNLP,80803,15220,80803,Python,https://api.github.com/repos/fighting41love/funNLP
vitejs/vite,80767,8205,80767,TypeScript,https://api.github.com/repos/vitejs/vite
vllm-project/vllm,80710,17095,80710,Python,https://api.github.com/repos/vllm-project/vllm
spring-projects/spring-boot,80688,41933,80688,Java,https://api.github.com/repos/spring-projects/spring-boot
junegunn/fzf,80425,2803,80425,Go,https://api.github.com/repos/junegunn/fzf
mlabonne/llm-course,79544,9245,79544,,https://api.github.com/repos/mlabonne/llm-course
anuraghazra/github-readme-stats,79477,33538,79477,JavaScript,https://api.github.com/repos/anuraghazra/github-readme-stats
hoppscotch/hoppscotch,79255,5885,79255,TypeScript,https://api.github.com/repos/hoppscotch/hoppscotch
Stirling-Tools/Stirling-PDF,79090,6924,79090,TypeScript,https://api.github.com/repos/Stirling-Tools/Stirling-PDF
doocs/advanced-java,78976,19223,78976,Java,https://api.github.com/repos/doocs/advanced-java
netdata/netdata,78904,6439,78904,C,https://api.github.com/repos/netdata/netdata
TauricResearch/TradingAgents,78426,15286,78426,Python,https://api.github.com/repos/TauricResearch/TradingAgents
PaddlePaddle/PaddleOCR,78341,10467,78341,Python,https://api.github.com/repos/PaddlePaddle/PaddleOCR
jesseduffield/lazygit,78299,2842,78299,Go,https://api.github.com/repos/jesseduffield/lazygit
d2l-ai/d2l-zh,77936,12293,77936,Python,https://api.github.com/repos/d2l-ai/d2l-zh
swisskyrepo/PayloadsAllTheThings,77861,16983,77861,Python,https://api.github.com/repos/swisskyrepo/PayloadsAllTheThings
farion1231/cc-switch,77857,5068,77857,Rust,https://api.github.com/repos/farion1231/cc-switch
tensorflow/models,77661,45084,77661,Python,https://api.github.com/repos/tensorflow/models
coder/code-server,77649,6679,77649,TypeScript,https://api.github.com/repos/coder/code-server
lobehub/lobehub,77516,15257,77516,TypeScript,https://api.github.com/repos/lobehub/lobehub
thedotmack/claude-mem,77380,6665,77380,TypeScript,https://api.github.com/repos/thedotmack/claude-mem
nomic-ai/gpt4all,77364,8328,77364,C++,https://api.github.com/repos/nomic-ai/gpt4all
ventoy/Ventoy,76767,4814,76767,C,https://api.github.com/repos/ventoy/Ventoy
elastic/elasticsearch,76744,25909,76744,Java,https://api.github.com/repos/elastic/elasticsearch
FortAwesome/Font-Awesome,76624,12219,76624,JavaScript,https://api.github.com/repos/FortAwesome/Font-Awesome
MisterBooo/LeetCodeAnimation,76612,13921,76612,Java,https://api.github.com/repos/MisterBooo/LeetCodeAnimation
sdmg15/Best-websites-a-programmer-should-visit,76080,8570,76080,,https://api.github.com/repos/sdmg15/Best-websites-a-programmer-should-visit
Z4nzu/hackingtool,76076,8564,76076,Python,https://api.github.com/repos/Z4nzu/hackingtool
awesomedata/awesome-public-datasets,75587,11483,75587,,https://api.github.com/repos/awesomedata/awesome-public-datasets
typicode/json-server,75579,7281,75579,JavaScript,https://api.github.com/repos/typicode/json-server
nestjs/nest,75572,8305,75572,TypeScript,https://api.github.com/repos/nestjs/nest
dair-ai/Prompt-Engineering-Guide,74857,8105,74857,MDX,https://api.github.com/repos/dair-ai/Prompt-Engineering-Guide
redis/redis,74492,24632,74492,C,https://api.github.com/repos/redis/redis
OpenHands/OpenHands,74492,9441,74492,Python,https://api.github.com/repos/OpenHands/OpenHands
tesseract-ocr/tesseract,74214,10626,74214,C++,https://api.github.com/repos/tesseract-ocr/tesseract
unionlabs/union,74044,3891,74044,Rust,https://api.github.com/repos/unionlabs/union
grafana/grafana,73940,13930,73940,TypeScript,https://api.github.com/repos/grafana/grafana
openai/openai-cookbook,73691,12461,73691,Jupyter Notebook,https://api.github.com/repos/openai/openai-cookbook
vuejs/awesome-vue,73599,9466,73599,,https://api.github.com/repos/vuejs/awesome-vue
enaqx/awesome-react,73357,7586,73357,,https://api.github.com/repos/enaqx/awesome-react
ocornut/imgui,73353,11763,73353,C++,https://api.github.com/repos/ocornut/imgui
twitter/the-algorithm,73301,13276,73301,Scala,https://api.github.com/repos/twitter/the-algorithm
CompVis/stable-diffusion,73039,10606,73039,Jupyter Notebook,https://api.github.com/repos/CompVis/stable-diffusion
apache/superset,72941,17360,72941,TypeScript,https://api.github.com/repos/apache/superset
PKUFlyingPig/cs-self-learning,72867,7890,72867,HTML,https://api.github.com/repos/PKUFlyingPig/cs-self-learning
python/cpython,72807,34676,72807,Python,https://api.github.com/repos/python/cpython
abi/screenshot-to-code,72653,8950,72653,TypeScript,https://api.github.com/repos/abi/screenshot-to-code
caddyserver/caddy,72644,4752,72644,Go,https://api.github.com/repos/caddyserver/caddy
thedaviddias/Front-End-Checklist,72637,6637,72637,,https://api.github.com/repos/thedaviddias/Front-End-Checklist
obsproject/obs-studio,72594,9274,72594,C,https://api.github.com/repos/obsproject/obs-studio
josephmisiti/awesome-machine-learning,72539,15466,72539,Python,https://api.github.com/repos/josephmisiti/awesome-machine-learning
daytonaio/daytona,72460,5578,72460,TypeScript,https://api.github.com/repos/daytonaio/daytona
strapi/strapi,72225,9725,72225,TypeScript,https://api.github.com/repos/strapi/strapi
moby/moby,71585,18953,71585,Go,https://api.github.com/repos/moby/moby
pallets/flask,71571,16854,71571,Python,https://api.github.com/repos/pallets/flask
Eugeny/tabby,71522,4030,71522,TypeScript,https://api.github.com/repos/Eugeny/tabby
hiyouga/LlamaFactory,71505,8720,71505,Python,https://api.github.com/repos/hiyouga/LlamaFactory
fffaraz/awesome-cpp,71385,8295,71385,,https://api.github.com/repos/fffaraz/awesome-cpp
hakimel/reveal.js,71263,16806,71263,JavaScript,https://api.github.com/repos/hakimel/reveal.js
protocolbuffers/protobuf,71257,16132,71257,C++,https://api.github.com/repos/protocolbuffers/protobuf
TapXWorld/ChinaTextbook,71164,15951,71164,Roff,https://api.github.com/repos/TapXWorld/ChinaTextbook
binhnguyennus/awesome-scalability,71159,6991,71159,,https://api.github.com/repos/binhnguyennus/awesome-scalability
danielmiessler/SecLists,71076,25010,71076,PHP,https://api.github.com/repos/danielmiessler/SecLists
AppFlowy-IO/AppFlowy,71034,5293,71034,Dart,https://api.github.com/repos/AppFlowy-IO/AppFlowy
binary-husky/gpt_academic,70702,8392,70702,Python,https://api.github.com/repos/binary-husky/gpt_academic
nektos/act,70444,1931,70444,Go,https://api.github.com/repos/nektos/act
swiftlang/swift,70006,10723,70006,Swift,https://api.github.com/repos/swiftlang/swift
bytedance/deer-flow,69089,9246,69089,Python,https://api.github.com/repos/bytedance/deer-flow
expressjs/express,69051,23407,69051,JavaScript,https://api.github.com/repos/expressjs/express
juliangarnier/anime,68783,4634,68783,JavaScript,https://api.github.com/repos/juliangarnier/anime
NationalSecurityAgency/ghidra,68728,7555,68728,Java,https://api.github.com/repos/NationalSecurityAgency/ghidra
ansible/ansible,68630,24178,68630,Python,https://api.github.com/repos/ansible/ansible
toeverything/AFFiNE,68619,4872,68619,TypeScript,https://api.github.com/repos/toeverything/AFFiNE
prakhar1989/awesome-courses,68566,8363,68566,,https://api.github.com/repos/prakhar1989/awesome-courses
base/node,68554,3233,68554,Shell,https://api.github.com/repos/base/node
FoundationAgents/MetaGPT,68214,8690,68214,Python,https://api.github.com/repos/FoundationAgents/MetaGPT
OpenBB-finance/OpenBB,67924,6837,67924,Python,https://api.github.com/repos/OpenBB-finance/OpenBB
chrislgarry/Apollo-11,67908,7684,67908,Assembly,https://api.github.com/repos/chrislgarry/Apollo-11
chartjs/Chart.js,67440,11950,67440,JavaScript,https://api.github.com/repos/chartjs/Chart.js
paperclipai/paperclip,67058,12303,67058,TypeScript,https://api.github.com/repos/paperclipai/paperclip
labmlai/annotated_deep_learning_paper_implementations,66792,6707,66792,Python,https://api.github.com/repos/labmlai/annotated_deep_learning_paper_implementations
leonardomso/33-js-concepts,66454,9189,66454,JavaScript,https://api.github.com/repos/leonardomso/33-js-concepts
apache/echarts,66400,19806,66400,TypeScript,https://api.github.com/repos/apache/echarts
xtekky/gpt4free,66262,13589,66262,Python,https://api.github.com/repos/xtekky/gpt4free
scikit-learn/scikit-learn,66145,27031,66145,Python,https://api.github.com/repos/scikit-learn/scikit-learn
unclecode/crawl4ai,66058,6750,66058,Python,https://api.github.com/repos/unclecode/crawl4ai
sindresorhus/awesome-nodejs,65780,6224,65780,,https://api.github.com/repos/sindresorhus/awesome-nodejs
webpack/webpack,65769,9355,65769,JavaScript,https://api.github.com/repos/webpack/webpack
TheAlgorithms/Java,65690,21159,65690,Java,https://api.github.com/repos/TheAlgorithms/Java
bradtraversy/design-resources-for-developers,65607,12031,65607,,https://api.github.com/repos/bradtraversy/design-resources-for-developers
lydiahallie/javascript-questions,65330,9219,65330,,https://api.github.com/repos/lydiahallie/javascript-questions
kelseyhightower/nocode,65299,4828,65299,Dockerfile,https://api.github.com/repos/kelseyhightower/nocode
microsoft/ai-agents-for-beginners,65129,21477,65129,Jupyter Notebook,https://api.github.com/repos/microsoft/ai-agents-for-beginners
facebook/docusaurus,64979,9889,64979,TypeScript,https://api.github.com/repos/facebook/docusaurus
kdn251/interviews,64971,12898,64971,Java,https://api.github.com/repos/kdn251/interviews
localstack/localstack,64965,4740,64965,Python,https://api.github.com/repos/localstack/localstack
unslothai/unsloth,64951,5755,64951,Python,https://api.github.com/repos/unslothai/unsloth
gorhill/uBlock,64846,4119,64846,JavaScript,https://api.github.com/repos/gorhill/uBlock
opendatalab/MinerU,64475,5447,64475,Python,https://api.github.com/repos/opendatalab/MinerU
alacritty/alacritty,64154,3463,64154,Rust,https://api.github.com/repos/alacritty/alacritty
prometheus/prometheus,64130,10420,64130,Go,https://api.github.com/repos/prometheus/prometheus
keras-team/keras,64079,19772,64079,Python,https://api.github.com/repos/keras-team/keras
BurntSushi/ripgrep,64045,2568,64045,Rust,https://api.github.com/repos/BurntSushi/ripgrep
openinterpreter/open-interpreter,63613,5550,63613,Python,https://api.github.com/repos/openinterpreter/open-interpreter
gsd-build/get-shit-done,63595,5394,63595,JavaScript,https://api.github.com/repos/gsd-build/get-shit-done
LadybirdBrowser/ladybird,63509,3046,63509,C++,https://api.github.com/repos/LadybirdBrowser/ladybird
JuliusBrussee/caveman,63483,3565,63483,JavaScript,https://api.github.com/repos/JuliusBrussee/caveman
ruvnet/RuView,63373,8387,63373,Rust,https://api.github.com/repos/ruvnet/RuView
traefik/traefik,63265,6008,63265,Go,https://api.github.com/repos/traefik/traefik
pathwaycom/pathway,63247,1671,63247,Python,https://api.github.com/repos/pathwaycom/pathway
socketio/socket.io,63096,10142,63096,TypeScript,https://api.github.com/repos/socketio/socket.io
nocodb/nocodb,63084,4782,63084,TypeScript,https://api.github.com/repos/nocodb/nocodb
ryanoasis/nerd-fonts,63082,3921,63082,CSS,https://api.github.com/repos/ryanoasis/nerd-fonts
Asabeneh/30-Days-Of-Python,62965,11933,62965,Python,https://api.github.com/repos/Asabeneh/30-Days-Of-Python
rust-lang/rustlings,62917,11199,62917,Rust,https://api.github.com/repos/rust-lang/rustlings
resume/resume.github.com,62855,1370,62855,JavaScript,https://api.github.com/repos/resume/resume.github.com
tldr-pages/tldr,62615,5244,62615,Markdown,https://api.github.com/repos/tldr-pages/tldr
cline/cline,62167,6497,62167,TypeScript,https://api.github.com/repos/cline/cline
shareAI-lab/learn-claude-code,61971,10121,61971,Python,https://api.github.com/repos/shareAI-lab/learn-claude-code
scrapy/scrapy,61774,11561,61774,Python,https://api.github.com/repos/scrapy/scrapy
FuelLabs/sway,61682,5422,61682,Rust,https://api.github.com/repos/FuelLabs/sway
666ghj/MiroFish,61530,9646,61530,Python,https://api.github.com/repos/666ghj/MiroFish
youngyangyang04/leetcode-master,61468,12337,61468,Shell,https://api.github.com/repos/youngyangyang04/leetcode-master
reduxjs/redux,61448,15069,61448,TypeScript,https://api.github.com/repos/reduxjs/redux
lodash/lodash,61237,7158,61237,JavaScript,https://api.github.com/repos/lodash/lodash
