repo_name,stars,forks,language,open_issues_count,size,has_wiki,has_pages,has_discussions,archived,repo_age_days,commits
mrdoob/three.js,112611,36376,JavaScript,449,1600956,True,True,False,False,5903,47244
ggml-org/llama.cpp,112239,18583,C++,1719,402846,True,False,True,False,1168,9286
Shubhamsaboo/awesome-llm-apps,111398,16540,Python,8,206210,True,False,False,False,753,1004
microsoft/generative-ai-for-beginners,111252,59662,Jupyter Notebook,16,6594593,False,True,True,False,1067,2232
godotengine/godot,111021,25404,C++,18224,1805439,False,False,False,False,4520,83794
axios/axios,109069,11713,JavaScript,164,26859,False,False,True,False,4294,2047
microsoft/TypeScript,108929,13407,TypeScript,5035,2960361,True,False,False,False,4356,36757
GrowingGit/GitHub-Chinese-Top-Charts,108048,13536,Java,191,123199,True,False,False,False,2451,1018
tauri-apps/tauri,106961,3624,Rust,1426,103845,False,False,True,False,2505,5995
denoland/deno,106806,6066,Rust,2258,219012,True,False,True,False,2929,16127
fatedier/frp,106750,15051,Go,47,32077,False,False,False,False,3804,1451
2dust/v2rayN,106442,15094,C#,9,47779,True,False,True,False,2488,2732
papers-we-love/papers-we-love,106396,6355,Shell,2,230845,False,False,False,False,4540,886
goldbergyoni/nodebestpractices,105273,10734,Dockerfile,116,69535,False,False,False,False,3171,3916
github/spec-kit,104732,9233,Python,426,8375,False,True,True,False,273,991
jaywcjlove/awesome-mac,104528,7791,Swift,307,38896,False,True,False,False,3595,2694
google-gemini/gemini-cli,104488,13793,TypeScript,1568,98232,False,True,True,False,399,6217
msitarzewski/agency-agents,104053,17106,Shell,147,2588,True,False,True,False,221,291
deepseek-ai/DeepSeek-V3,103575,16741,Python,217,1768,False,False,False,False,512,73
react/create-react-app,103377,27041,JavaScript,2392,25186,False,True,True,False,3595,2819
microsoft/terminal,103275,9294,C++,1744,167793,True,False,True,False,3205,4936
supabase/supabase,102847,12508,TypeScript,1036,2370625,False,True,True,False,2414,36450
immich-app/immich,101285,5656,TypeScript,663,286137,False,False,True,False,1568,10085
garrytan/gstack,100717,15001,TypeScript,554,100116,True,False,False,False,71,292
mattpocock/skills,100252,8869,Shell,31,106,False,False,True,False,108,85
Anduin2017/HowToCook,100237,10964,,466,466301,False,True,True,False,2274,2599
openai/whisper,100151,12265,Python,125,4132,False,False,True,False,1343,168
angular/angular,100132,27243,TypeScript,1170,633608,False,False,True,False,4263,37430
pytorch/pytorch,100087,27853,Python,18504,1351887,True,False,False,False,3569,104885
neovim/neovim,99796,6904,Vim Script,1926,383128,True,False,True,False,4494,36655
mtdvio/every-programmer-should-know,99188,8728,,25,226,True,False,False,False,3193,326
fastapi/fastapi,98431,9326,Python,188,46891,False,False,True,False,2722,7174
mui/material-ui,98366,32627,JavaScript,1523,741096,False,False,True,False,4294,28265
ant-design/ant-design,98114,54606,TypeScript,1369,260739,True,True,True,False,4045,32173
nvbn/thefuck,97035,3960,Python,437,4043,True,False,False,False,4061,1651
microsoft/Web-Dev-For-Beginners,95783,15501,JavaScript,62,2204541,True,True,True,False,2019,2603
rasbt/LLMs-from-scratch,95380,14604,Jupyter Notebook,4,16053,False,False,True,False,1033,1053
tailwindlabs/tailwindcss,95086,5259,TypeScript,89,113561,False,False,True,False,3149,6742
browser-use/browser-use,95082,10713,Python,228,31281,False,False,True,False,567,9250
ryanmcdermott/clean-code-javascript,94364,12466,JavaScript,123,520,True,False,False,False,3464,546
puppeteer/puppeteer,94355,9424,TypeScript,260,1432117,False,True,False,False,3299,6301
florinpop17/app-ideas,94100,10443,,607,648,True,False,False,False,2642,543
iluwatar/java-design-patterns,94026,27369,Java,230,47270,True,False,False,False,4303,4352
nvm-sh/nvm,93490,10188,Shell,380,4130,False,False,False,False,5880,2331
hacksider/Deep-Live-Cam,93278,13578,Python,119,156126,True,False,True,False,971,609
oven-sh/bun,92254,4634,Rust,6895,559293,False,False,True,False,1864,15464
deepseek-ai/DeepSeek-R1,92021,11728,,41,1571,False,False,False,False,487,36
ruanyf/weekly,91714,4107,,7874,7591,True,False,False,False,2778,822
PanJiaChen/vue-element-admin,90277,30488,Vue,1390,15433,True,True,True,False,3322,1020
storybookjs/storybook,90047,10078,TypeScript,2036,1047764,False,False,True,False,3717,80141
microsoft/playwright,89212,5743,TypeScript,158,235202,False,False,False,False,2379,17056
bitcoin/bitcoin,89165,38968,C++,670,316099,False,False,False,False,5632,49009
gin-gonic/gin,88550,8609,Go,692,10553,False,False,True,False,4357,1991
mermaid-js/mermaid,88218,9003,TypeScript,1669,268001,True,True,True,False,4219,14973
gohugoio/hugo,88214,8265,Go,234,139203,False,False,False,False,4704,9744
ChatGPTNextWeb/NextChat,88061,59702,TypeScript,828,20946,False,False,True,False,1168,3093
opencv/opencv,87596,56576,C++,2731,558389,True,False,True,False,5055,36193
django/django,87512,33934,Python,443,279765,False,False,False,False,5137,34613
punkpeye/awesome-mcp-servers,87349,10532,,1677,23987,True,False,False,False,538,6630
home-assistant/core,87184,37538,Python,4235,830179,False,False,False,False,4630,110063
louislam/uptime-kuma,87084,7881,JavaScript,752,36795,True,True,False,False,1784,7095
3b1b/manim,87037,7296,Python,494,76625,True,True,True,False,4078,6369
sveltejs/svelte,86613,4922,JavaScript,1000,120843,True,False,True,False,3469,11197
modelcontextprotocol/servers,86080,10783,TypeScript,508,29063,False,False,False,False,549,4102
microsoft/ML-For-Beginners,85914,20832,Jupyter Notebook,4,2227915,True,True,True,False,1906,2287
MunGell/awesome-for-beginners,85838,7883,,114,951,False,False,False,False,3862,969
astral-sh/uv,85338,3153,Rust,2714,159661,False,True,False,False,962,9172
openai/codex,84603,12323,Rust,4847,448753,False,False,True,False,404,6770
laravel/laravel,84318,24727,Blade,33,11008,False,False,False,False,5462,7275
syncthing/syncthing,84305,5201,Go,388,125202,True,False,False,False,4560,8098
macrozheng/mall,83672,29705,Java,15,58736,True,False,False,False,2970,1083
sherlock-project/sherlock,83575,9755,Python,269,18597,True,False,True,False,2705,2919
zed-industries/zed,83528,8638,Rust,3142,453117,False,False,True,False,1917,37928
realworld-apps/realworld,83465,7606,TypeScript,35,35508,False,True,True,False,3737,1144
ByteByteGoHq/system-design-101,82761,9152,,61,46759,True,False,False,False,976,25
karpathy/autoresearch,82716,11998,Python,181,530,True,False,True,False,76,36
DopplerHQ/awesome-interview-questions,82673,9521,,48,488,True,False,False,True,3828,451
VoltAgent/awesome-design-md,82568,9941,,287,2177,False,False,False,False,51,46
animate-css/animate.css,82555,15995,CSS,80,2002,False,True,True,False,5336,664
bregman-arie/devops-exercises,82454,19411,Python,45,8007,True,True,True,False,2422,796
localsend/localsend,81762,4409,Dart,966,18065,False,False,True,False,1253,1848
tonsky/FiraCode,81638,3187,Clojure,427,90596,True,False,True,False,4209,626
nextlevelbuilder/ui-ux-pro-max-skill,81557,8393,Python,155,3949,False,False,False,False,173,134
Developer-Y/cs-video-courses,81515,11268,,5,957,True,False,False,False,3499,532
infiniflow/ragflow,81037,9283,Python,3052,121860,False,False,True,False,892,6356
fighting41love/funNLP,80804,15222,Python,45,174188,True,False,False,False,2831,159
vitejs/vite,80767,8204,TypeScript,728,69355,False,False,True,False,2222,9264
vllm-project/vllm,80712,17104,Python,5032,210269,False,False,True,False,1198,16867
spring-projects/spring-boot,80687,41933,Java,503,215254,True,False,False,False,4962,61189
junegunn/fzf,80427,2803,Go,318,8217,True,False,True,False,4593,3616
mlabonne/llm-course,79541,9245,,79,7637,True,False,False,False,1069,96
anuraghazra/github-readme-stats,79476,33540,JavaScript,284,7685,False,False,True,False,2143,1786
hoppscotch/hoppscotch,79257,5886,TypeScript,730,97946,True,False,True,False,2466,6119
Stirling-Tools/Stirling-PDF,79092,6925,TypeScript,401,271974,True,False,True,False,1210,5131
doocs/advanced-java,78972,19223,Java,0,34416,False,True,True,False,2785,785
netdata/netdata,78906,6439,C,316,270733,False,False,True,False,4721,22241
TauricResearch/TradingAgents,78460,15292,Python,364,4843,True,True,False,False,510,190
PaddlePaddle/PaddleOCR,78342,10467,Python,210,1905638,False,True,True,False,2205,6886
jesseduffield/lazygit,78301,2842,Go,970,153652,True,False,True,False,2925,7499
farion1231/cc-switch,77939,5076,Rust,1017,46376,True,False,True,False,291,1744
d2l-ai/d2l-zh,77937,12292,Python,129,316965,False,False,False,False,3194,4116
swisskyrepo/PayloadsAllTheThings,77871,16983,Python,27,23283,False,True,False,False,3503,2185
tensorflow/models,77661,45084,Python,1288,660127,True,False,True,False,3759,9738
coder/code-server,77652,6679,TypeScript,158,54686,False,False,True,False,2640,4152
lobehub/lobehub,77521,15259,TypeScript,317,767409,False,True,True,False,1097,10815
thedotmack/claude-mem,77400,6666,TypeScript,203,177766,True,False,True,False,263,1906
nomic-ai/gpt4all,77361,8328,C++,759,44678,True,False,True,False,1151,2289
ventoy/Ventoy,76770,4814,C,959,218541,True,False,True,False,2263,1166
elastic/elasticsearch,76743,25909,Java,5752,1645308,False,False,False,False,5947,100281
FortAwesome/Font-Awesome,76623,12220,JavaScript,331,152168,False,False,True,False,5208,21
MisterBooo/LeetCodeAnimation,76606,13921,Java,21,509807,True,False,False,False,2724,246
Z4nzu/hackingtool,76092,8566,Python,108,2486,True,False,False,False,2232,335
sdmg15/Best-websites-a-programmer-should-visit,76081,8570,,1010,2005,True,True,False,True,3364,1275
awesomedata/awesome-public-datasets,75590,11483,,152,1075,False,False,False,False,4201,844
typicode/json-server,75579,7281,JavaScript,716,4258,False,False,False,False,4559,1042
nestjs/nest,75570,8306,TypeScript,25,484053,True,False,False,False,3393,20725
dair-ai/Prompt-Engineering-Guide,74856,8107,MDX,265,82777,True,False,False,False,1252,1589
OpenHands/OpenHands,74504,9441,Python,397,331627,True,True,False,False,800,6772
redis/redis,74491,24632,C,2836,212465,False,False,True,False,6270,13097
tesseract-ocr/tesseract,74215,10624,C++,476,53813,True,False,False,False,4300,6613
unionlabs/union,74044,3891,Rust,192,483695,True,False,False,False,1101,16335
grafana/grafana,73937,13942,TypeScript,3628,1758660,False,True,True,False,4544,69439
openai/openai-cookbook,73689,12462,Jupyter Notebook,185,926801,False,False,False,False,1533,1393
vuejs/awesome-vue,73598,9466,,72,12488,False,False,False,False,3867,5318
enaqx/awesome-react,73358,7586,,32,2580,False,False,False,False,4307,2044
ocornut/imgui,73356,11762,C++,1234,127827,True,False,True,False,4322,9884
twitter/the-algorithm,73299,13276,Scala,512,8422,False,False,False,False,1151,31
CompVis/stable-diffusion,73037,10607,Jupyter Notebook,614,43676,True,False,False,False,1380,33
apache/superset,72942,17355,TypeScript,1240,950594,True,True,True,False,3957,20122
PKUFlyingPig/cs-self-learning,72868,7890,HTML,145,69980,True,True,True,False,1675,569
python/cpython,72811,34673,Python,9311,822043,False,False,False,False,3387,131477
abi/screenshot-to-code,72654,8949,TypeScript,122,8063,True,False,False,False,919,1299
caddyserver/caddy,72650,4751,Go,244,21227,False,False,False,False,4146,2579
thedaviddias/Front-End-Checklist,72636,6637,,5,2926,False,True,True,False,3140,709
obsproject/obs-studio,72598,9275,C,1107,80503,True,True,True,False,4616,15508
josephmisiti/awesome-machine-learning,72539,15466,Python,2,2757,False,True,False,False,4328,2131
daytonaio/daytona,72462,5579,TypeScript,400,146837,True,False,False,False,836,2562
strapi/strapi,72225,9725,TypeScript,715,634246,False,False,True,False,3886,37178
moby/moby,71586,18953,Go,3768,261956,True,False,True,False,4871,56617
pallets/flask,71572,16857,Python,4,12033,False,False,True,False,5890,5538
Eugeny/tabby,71524,4030,TypeScript,2684,98993,True,True,True,False,3437,6458
hiyouga/LlamaFactory,71505,8720,Python,1016,13412,False,True,True,False,1090,3030
fffaraz/awesome-cpp,71385,8295,,311,2491,False,True,True,False,4327,2025
hakimel/reveal.js,71263,16806,JavaScript,898,34577,True,True,True,False,5462,3356
protocolbuffers/protobuf,71255,16131,C++,254,224032,True,True,False,False,4286,23139
TapXWorld/ChinaTextbook,71167,15951,Roff,109,43543927,True,False,True,False,2329,138
binhnguyennus/awesome-scalability,71159,6991,,21,1607,False,True,False,False,3068,1216
danielmiessler/SecLists,71077,25010,PHP,10,3295854,True,False,True,False,5206,6611
AppFlowy-IO/AppFlowy,71042,5295,Dart,986,93896,False,False,True,False,1801,7209
binary-husky/gpt_academic,70703,8390,Python,324,72756,True,False,True,False,1159,2403
nektos/act,70447,1933,Go,332,17756,False,False,True,False,2696,1316
swiftlang/swift,70008,10724,Swift,8974,1341221,False,False,False,False,3863,200834
bytedance/deer-flow,69099,9248,Python,874,36380,False,False,True,False,380,2145
expressjs/express,69050,23411,JavaScript,210,9790,True,False,True,False,6173,6146
juliangarnier/anime,68784,4633,JavaScript,106,178978,True,True,True,False,3721,904
NationalSecurityAgency/ghidra,68732,7557,Java,1898,409547,True,False,True,False,2639,17484
ansible/ansible,68632,24177,Python,796,264773,False,False,False,False,5189,55450
toeverything/AFFiNE,68623,4873,TypeScript,619,421873,False,False,True,False,1390,11277
prakhar1989/awesome-courses,68569,8363,,61,1401,False,True,False,False,4205,554
base/node,68554,3233,Shell,49,3047,True,False,False,False,1206,276
FoundationAgents/MetaGPT,68211,8690,Python,125,184037,True,False,False,False,1057,6367
OpenBB-finance/OpenBB,67928,6836,Python,83,2416664,False,True,True,False,1979,6846
chrislgarry/Apollo-11,67910,7683,Assembly,131,3427,True,False,False,False,4431,586
chartjs/Chart.js,67440,11950,JavaScript,565,43572,False,False,True,False,4813,4584
paperclipai/paperclip,67070,12303,TypeScript,4084,80113,False,False,True,False,80,2503
labmlai/annotated_deep_learning_paper_implementations,66792,6706,Python,32,156370,True,True,True,False,2096,860
leonardomso/33-js-concepts,66454,9189,JavaScript,4,2935,True,False,False,False,2817,1020
apache/echarts,66398,19806,TypeScript,1642,274343,True,False,False,False,4797,10369
xtekky/gpt4free,66264,13590,Python,4,171342,True,False,True,False,1149,4280
scikit-learn/scikit-learn,66145,27031,Python,2028,182503,True,False,True,False,5757,33674
unclecode/crawl4ai,66062,6750,Python,94,150525,True,False,True,False,743,1468
sindresorhus/awesome-nodejs,65780,6224,,26,1558,False,False,True,False,4333,886
webpack/webpack,65770,9355,JavaScript,188,83404,False,False,True,False,5186,18690
TheAlgorithms/Java,65690,21159,Java,32,7384,False,False,False,False,3597,3199
bradtraversy/design-resources-for-developers,65609,12031,,26,5040,True,False,False,False,2206,2367
lydiahallie/javascript-questions,65330,9220,,51,4330,True,False,False,False,2536,1374
kelseyhightower/nocode,65296,4828,Dockerfile,4712,5,True,False,False,False,3026,4
microsoft/ai-agents-for-beginners,65138,21482,Jupyter Notebook,8,3754320,True,True,False,False,540,1436
facebook/docusaurus,64979,9889,TypeScript,392,1169103,False,True,True,False,3257,6630
kdn251/interviews,64969,12898,Java,120,24462,True,False,False,False,3383,448
localstack/localstack,64965,4740,Python,0,57561,False,False,False,True,3495,7855
unslothai/unsloth,64958,5755,Python,1271,78939,False,False,True,False,904,5363
gorhill/uBlock,64847,4119,JavaScript,17,163272,True,True,False,False,4068,13919
opendatalab/MinerU,64483,5447,Python,15,154732,False,True,True,False,813,5467
alacritty/alacritty,64155,3463,Rust,336,14628,True,False,False,False,3746,2484
prometheus/prometheus,64131,10420,Go,787,281378,True,False,True,False,4927,17622
keras-team/keras,64079,19775,Python,189,53106,True,False,True,False,4073,12401
BurntSushi/ripgrep,64048,2568,Rust,194,5472,False,False,True,False,3724,2209
openinterpreter/open-interpreter,63613,5549,Python,329,100566,False,False,True,False,1043,3120
gsd-build/get-shit-done,63607,5400,JavaScript,103,20525,True,False,True,False,159,2915
JuliusBrussee/caveman,63531,3569,JavaScript,223,2364,True,True,True,False,48,185
LadybirdBrowser/ladybird,63511,3046,C++,653,451157,False,False,False,False,722,78402
ruvnet/RuView,63491,8400,Rust,74,168190,True,True,True,False,349,637
traefik/traefik,63268,6009,Go,829,157448,False,False,False,False,3903,6182
pathwaycom/pathway,63248,1669,Python,36,141974,False,False,False,False,1272,1972
socketio/socket.io,63097,10142,TypeScript,209,33286,False,True,True,False,5915,7721
nocodb/nocodb,63085,4784,TypeScript,707,1429514,True,False,True,False,3126,42396
ryanoasis/nerd-fonts,63083,3921,CSS,74,27438617,True,True,True,False,4186,2975
Asabeneh/30-Days-Of-Python,62974,11930,Python,131,30842,True,False,False,False,2375,715
rust-lang/rustlings,62917,11199,Rust,42,4407,False,True,True,False,3902,3351
resume/resume.github.com,62855,1370,JavaScript,72,411,True,True,False,False,5584,263
tldr-pages/tldr,62615,5247,Markdown,277,56169,True,False,True,False,4548,22651
cline/cline,62169,6497,TypeScript,914,405288,True,False,True,False,685,5952
shareAI-lab/learn-claude-code,61985,10121,Python,130,1220,True,False,False,False,326,71
scrapy/scrapy,61772,11560,Python,620,30447,True,False,True,False,5933,11117
FuelLabs/sway,61682,5422,Rust,905,117081,False,True,True,False,1948,3609
666ghj/MiroFish,61534,9650,Python,278,16197,True,False,True,False,177,260
youngyangyang04/leetcode-master,61467,12338,Shell,245,100340,True,False,False,False,2351,8484
reduxjs/redux,61447,15069,TypeScript,43,34120,False,True,True,False,4010,4158
lodash/lodash,61235,7158,JavaScript,143,49776,True,False,True,False,5158,7701
jgraph/drawio-desktop,61228,5676,JavaScript,65,3121,True,False,True,False,3283,1127
ComposioHQ/awesome-claude-skills,61219,6668,Python,664,4519,True,False,False,False,217,75
git/git,61097,27919,C,373,307390,False,False,False,False,6512,80894
commaai/openpilot,61005,10919,Python,163,1054041,True,False,False,False,3466,17179
minio/minio,60988,7519,Go,81,125263,False,True,True,True,4145,12565
dani-garcia/vaultwarden,60925,2829,Rust,33,12526,True,False,True,False,3015,3040
h5bp/Front-end-Developer-Interview-Questions,60873,11041,Nunjucks,58,6085,False,True,True,False,5215,1046
xingshaocheng/architect-awesome,60817,17713,,63,3080,True,False,False,False,2968,307
atom/atom,60801,17229,JavaScript,994,330585,False,False,True,True,5235,38533
topjohnwu/Magisk,60557,17502,Kotlin,57,62802,False,True,False,False,3543,7638
Mintplex-Labs/anything-llm,60455,6540,JavaScript,346,59955,True,False,False,False,1083,1981
FFmpeg/FFmpeg,60377,13839,C,3,478350,False,False,False,False,5517,124587
nuxt/nuxt,60265,5609,TypeScript,790,139166,False,False,True,False,3495,14905
PlexPt/awesome-chatgpt-prompts-zh,60254,13587,,44,39660,True,False,True,False,1257,179
adam-p/markdown-here,60201,11065,JavaScript,318,17985,True,True,True,False,5122,852
docling-project/docling,60174,4173,Python,910,268210,False,True,True,False,682,1053
Solido/awesome-flutter,60083,6875,Dart,26,3544,False,True,False,False,3302,1943
spring-projects/spring-framework,59966,38825,Java,429,242498,True,True,False,False,5644,35035
usememos/memos,59939,4391,Go,28,38092,False,False,True,False,1625,4515
jquery/jquery,59844,20427,JavaScript,92,36016,True,False,True,False,6257,6842
CorentinJ/Real-Time-Voice-Cloning,59764,9408,Python,170,369730,True,False,False,False,2553,303
pathwaycom/llm-app,59650,1430,Jupyter Notebook,10,62509,False,False,True,False,1038,249
shadowsocks/shadowsocks-windows,59554,16269,C#,201,13489,True,False,True,False,4876,1502
warpdotdev/warp,59552,4678,Rust,3990,203565,False,False,True,False,1778,731
withastro/astro,59487,3471,TypeScript,202,226795,False,False,False,False,1893,14344
meta-llama/llama,59436,9797,Python,519,1150,False,False,False,False,1193,148
virattt/ai-hedge-fund,59125,10406,Python,133,3332,True,False,False,False,538,842
code-yeongyu/oh-my-openagent,58999,4797,TypeScript,528,77697,False,False,True,False,170,6756
sharkdp/bat,58971,1564,Rust,377,34981,False,False,True,False,2953,3914
FiloSottile/mkcert,58954,3117,Go,169,1799,False,False,True,False,2888,165
pi-hole/pi-hole,58889,3203,Shell,46,9116,False,False,True,False,4365,7133
angular/angular.js,58640,27125,JavaScript,461,101796,True,False,False,True,5980,9074
karpathy/nanoGPT,58613,10078,Python,349,981,True,False,False,False,1241,210
pocketbase/pocketbase,58478,3390,Go,18,138201,False,False,True,False,1417,2326
rails/rails,58450,22248,Ruby,1510,279855,False,False,True,False,6615,97814
microsoft/autogen,58287,8800,Python,843,148692,False,True,True,False,1008,3782
pmndrs/zustand,58090,2056,TypeScript,6,7909,True,True,True,False,2600,1360
sansan0/TrendRadar,58028,24363,Python,34,30360,False,True,False,False,389,233
meilisearch/meilisearch,57683,2548,Rust,302,89270,False,False,False,False,2951,13950
starship/starship,57677,2525,Rust,1017,45554,False,False,True,False,2607,4261
RVC-Boss/GPT-SoVITS,57676,6285,Python,862,14477,True,False,False,False,858,1044
harry0703/MoneyPrinterTurbo,57562,8328,Python,2,532539,True,False,False,False,802,544
rust-unofficial/awesome-rust,57466,3372,Rust,8,8285,False,False,False,False,4327,6013
h5bp/html5-boilerplate,57456,12301,JavaScript,29,22729,True,False,True,False,5961,2623
ultralytics/ultralytics,57442,11037,Python,308,55222,True,False,True,False,1348,4004
ultralytics/yolov5,57414,17470,Python,42,17468,True,False,True,False,2195,2968
scutan90/DeepLearning-500-questions,57406,15939,JavaScript,119,207074,True,True,False,False,2886,1275
rclone/rclone,57323,5104,Go,1182,243297,True,False,False,False,4449,9754
zylon-ai/private-gpt,57211,7600,Python,302,2798,True,False,True,False,1116,334
FuelLabs/fuel-core,57056,2862,Rust,192,910669,True,True,True,False,2093,1501
tiimgreen/github-cheat-sheet,56980,5416,,46,776,False,False,False,False,4422,507
soimort/you-get,56852,9747,Python,384,3538,True,True,False,False,5022,2600
2dust/v2rayNG,56582,7443,Kotlin,7,267675,True,False,True,False,2564,1481
remix-run/react-router,56430,10859,TypeScript,137,48398,False,False,True,False,4388,10892
mem0ai/mem0,56426,6431,Python,406,55940,False,False,True,False,1067,2194
Textualize/rich,56419,2165,Python,336,50508,True,False,True,False,2384,4458
ageitgey/face_recognition,56403,13731,Python,835,103959,True,False,False,False,3366,238
FoundationAgents/OpenManus,56348,9823,Python,552,4472,True,False,True,False,442,526
marktext/marktext,56313,4223,JavaScript,1159,80132,True,False,True,False,3112,1700
wasabeef/awesome-android-ui,56178,10257,,40,871781,True,False,False,False,4167,459
appwrite/appwrite,56122,5372,TypeScript,896,431087,False,False,True,False,2600,35193
golang-standards/project-layout,56002,5447,Makefile,94,429,True,False,True,False,3176,324
gatsbyjs/gatsby,55948,10188,JavaScript,375,1147898,False,False,True,False,4018,21866
upstash/context7,55865,2648,TypeScript,144,27578,False,False,True,False,421,821
go-gitea/gitea,55841,6713,Go,2790,334589,False,False,False,False,3489,20846
azl397985856/leetcode,55778,9432,JavaScript,10,126606,True,False,True,False,2975,1818
coollabsio/coolify,55742,4615,PHP,770,62749,False,False,True,False,1942,15553
termux/termux-app,55301,6615,Java,542,5126,True,False,True,False,3864,1504
deepfakes/faceswap,55234,13383,Python,7,205408,False,True,False,False,3076,1894
AntonOsika/gpt-engineer,55216,7347,Python,71,20474,False,False,True,True,1119,1648
ghostty-org/ghostty,55040,2751,Zig,250,69360,False,False,True,False,1514,16165
laurent22/joplin,54901,6106,TypeScript,551,637739,False,False,False,False,3412,15103
ChrisTitusTech/winutil,54840,3090,PowerShell,17,14989,False,True,True,False,1485,1423
koala73/worldmonitor,54702,8816,TypeScript,191,94618,True,False,True,False,133,3917
Zie619/n8n-workflows,54621,7187,Python,24,45314,True,True,False,False,373,151
lencx/ChatGPT,54385,6161,Rust,935,32499,False,True,True,False,1262,635
shanraisshan/claude-code-best-practice,54381,5454,HTML,12,69731,True,False,False,False,203,777
romkatv/powerlevel10k,54238,2422,Shell,147,71926,False,False,True,False,2643,4322
facebookresearch/segment-anything,54217,6341,Jupyter Notebook,594,18751,False,False,False,False,1155,49
maybe-finance/maybe,54134,5606,Ruby,0,6891,True,False,False,True,871,1419
ElemeFE/element,54126,14477,Vue,2970,93346,True,True,True,False,3548,4612
firstcontributions/first-contributions,54087,102906,,228,38142,True,False,False,False,3530,27149
ruvnet/ruflo,54069,6129,TypeScript,561,524249,True,False,True,False,353,6587
psf/requests,54008,9938,Python,228,13545,True,False,False,False,5576,6467
karpathy/nanochat,53990,7278,Python,105,1965,False,False,True,False,221,381
wagoodman/dive,53972,1993,Go,203,6927,False,False,False,False,2930,508
ngosang/trackerslist,53944,6613,,6,7101,False,True,False,False,3680,3891
vuejs/core,53703,9122,TypeScript,995,42634,False,False,True,False,2901,7035
typst/typst,53683,1580,Rust,1255,139873,False,False,True,False,2431,4633
WerWolv/ImHex,53655,2389,C++,355,51403,False,True,True,False,2018,6299
TryGhost/Ghost,53628,11654,JavaScript,278,481681,False,False,False,False,4766,45410
necolas/normalize.css,53547,10390,CSS,75,379,False,True,False,False,5497,360
PowerShell/PowerShell,53538,8313,C#,1472,104072,False,False,True,False,3781,11453
mozilla/pdf.js,53357,10621,JavaScript,449,190866,True,True,True,False,5505,22718
google/material-design-icons,53318,9721,,403,4723688,False,True,False,False,4243,299
FlowiseAI/Flowise,52998,24373,TypeScript,869,82433,False,False,True,False,1148,3591
D4Vinci/Scrapling,52890,5066,Python,4,8248,True,False,True,False,585,1442
earendil-works/pi,52792,6308,TypeScript,42,45723,True,False,True,False,286,4243
JetBrains/kotlin,52758,6309,Kotlin,242,4849372,False,False,False,False,5211,137370
rtk-ai/rtk,52668,3191,Rust,995,4337,True,False,True,False,119,996
MemPalace/mempalace,52653,6948,Python,547,19352,False,True,True,False,47,1043
sickcodes/Docker-OSX,52513,2890,Shell,416,13718,True,True,True,False,2178,504
ionic-team/ionic-framework,52510,13373,TypeScript,629,1700562,True,False,True,False,4657,14494
datawhalechina/hello-agents,52392,6377,Python,116,205150,True,True,True,False,257,791
tw93/Mole,52334,1652,Shell,24,237205,False,False,True,False,241,2287
vsouza/awesome-ios,52262,6965,Swift,8,14398,False,True,False,False,4333,6512
crewAIInc/crewAI,51953,7203,Python,354,231668,False,True,True,False,938,2429
jellyfin/jellyfin,51885,4826,C#,675,74251,False,False,True,False,2721,28956
prettier/prettier,51885,4720,JavaScript,1484,170007,True,False,True,False,3460,11242
agalwood/Motrix,51762,4875,JavaScript,779,69808,True,False,True,False,2712,1170
etcd-io/etcd,51719,10360,Go,253,96818,False,False,True,False,4702,24783
OpenCut-app/OpenCut,51710,5599,TypeScript,315,27357,True,False,True,False,334,1567
xai-org/grok-1,51676,8483,Python,125,1008,True,False,True,False,796,9
chinese-poetry/chinese-poetry,51495,10382,JavaScript,136,227210,True,True,True,False,3549,631
google/guava,51494,11141,Java,738,1373343,True,True,False,False,4375,7350
dockur/windows,51450,4321,Shell,105,1326,False,False,False,False,859,572
jekyll/jekyll,51443,10285,Ruby,250,70973,True,True,True,False,6423,11872
safishamsi/graphify,51254,5514,Python,276,2774,True,False,True,False,48,515
DefinitelyTyped/DefinitelyTyped,51244,30494,TypeScript,688,831458,False,False,True,False,4976,91142
jesseduffield/lazydocker,51111,1616,Go,276,30218,False,False,True,False,2561,892
Semantic-Org/Semantic-UI,51091,4873,JavaScript,1071,113201,True,False,True,False,4791,6749
Avik-Jain/100-Days-Of-ML-Code,51078,11563,,67,10955,True,True,False,False,2878,109
ethereum/go-ethereum,51052,21928,Go,395,236382,True,True,False,False,4530,17026
charlax/professional-programming,50998,3990,Python,2,4766,True,False,False,False,3849,489
justjavac/awesome-wechat-weapp,50994,9014,,2,827,False,False,False,False,3528,606
odoo/odoo,50921,32500,Python,9794,15793840,True,False,False,False,4391,200063
freqtrade/freqtrade,50628,10564,Python,35,739093,True,True,False,False,3291,31909
poteto/hiring-without-whiteboards,50625,3884,JavaScript,38,3371,False,False,False,False,3355,2147
jingyaogong/minimind,50401,6431,Python,38,38341,True,True,True,False,664,353
dkhamsing/open-source-ios-apps,50379,5779,,5,31301,True,False,False,False,4133,9278
dbeaver/dbeaver,50159,4192,Java,3320,214408,True,True,True,False,3866,28615
jgthms/bulma,50080,3896,CSS,521,116388,True,True,False,False,3771,1946
NanmiCoder/MediaCrawler,50008,10571,Python,164,29061,True,True,True,False,1078,761
